,data,valor
729,2004-11-01,0.71
730,2004-12-01,0.51
731,2005-01-01,0.75
732,2005-02-01,0.44
733,2005-03-01,0.67
734,2005-04-01,0.72
735,2005-05-01,2.09
736,2005-06-01,0.76
737,2005-07-01,0.11
738,2005-08-01,0.02
739,2005-09-01,0.24
740,2005-10-01,0.19
741,2005-11-01,0.28
742,2005-12-01,0.37
743,2006-01-01,0.34
744,2006-02-01,0.19
745,2006-03-01,0.2
746,2006-04-01,0.36
747,2006-05-01,1.32
748,2006-06-01,0.9
749,2006-07-01,0.47
750,2006-08-01,0.24
751,2006-09-01,0.11
752,2006-10-01,0.21
753,2006-11-01,0.23
754,2006-12-01,0.36
755,2007-01-01,0.45
756,2007-02-01,0.21
757,2007-03-01,0.27
758,2007-04-01,0.46
759,2007-05-01,1.15
760,2007-06-01,0.92
761,2007-07-01,0.31
762,2007-08-01,0.26
763,2007-09-01,0.51
764,2007-10-01,0.51
765,2007-11-01,0.36
766,2007-12-01,0.59
767,2008-01-01,0.38
768,2008-02-01,0.4
769,2008-03-01,0.66
770,2008-04-01,0.87
771,2008-05-01,2.02
772,2008-06-01,1.92
773,2008-07-01,1.46
774,2008-08-01,1.18
775,2008-09-01,0.95
776,2008-10-01,0.77
777,2008-11-01,0.5
778,2008-12-01,0.17
779,2009-01-01,0.33
780,2009-02-01,0.27
781,2009-03-01,-0.25
782,2009-04-01,-0.04
783,2009-05-01,1.39
784,2009-06-01,0.7
785,2009-07-01,0.26
786,2009-08-01,-0.05
787,2009-09-01,0.15
788,2009-10-01,0.06
789,2009-11-01,0.29
790,2009-12-01,0.1
791,2010-01-01,0.64
792,2010-02-01,0.36
793,2010-03-01,0.75
794,2010-04-01,0.84
795,2010-05-01,1.81
796,2010-06-01,1.09
797,2010-07-01,0.44
798,2010-08-01,0.14
799,2010-09-01,0.21
800,2010-10-01,0.2
801,2010-11-01,0.37
802,2010-12-01,0.67
803,2011-01-01,0.41
804,2011-02-01,0.28
805,2011-03-01,0.43
806,2011-04-01,1.06
807,2011-05-01,2.94
808,2011-06-01,0.37
809,2011-07-01,0.45
810,2011-08-01,0.13
811,2011-09-01,0.14
812,2011-10-01,0.23
813,2011-11-01,0.72
814,2011-12-01,0.11
815,2012-01-01,0.89
816,2012-02-01,0.3
817,2012-03-01,0.51
818,2012-04-01,0.75
819,2012-05-01,1.88
820,2012-06-01,0.73
821,2012-07-01,0.67
822,2012-08-01,0.26
823,2012-09-01,0.22
824,2012-10-01,0.21
825,2012-11-01,0.33
826,2012-12-01,0.16
827,2013-01-01,0.65
828,2013-02-01,0.6
829,2013-03-01,0.5
830,2013-04-01,0.74
831,2013-05-01,2.25
832,2013-06-01,1.15
833,2013-07-01,0.48
834,2013-08-01,0.31
835,2013-09-01,0.43
836,2013-10-01,0.26
837,2013-11-01,0.35
838,2013-12-01,0.1
839,2014-01-01,0.88
840,2014-02-01,0.33
841,2014-03-01,0.28
842,2014-04-01,0.88
843,2014-05-01,2.05
844,2014-06-01,0.66
845,2014-07-01,0.75
846,2014-08-01,0.08
847,2014-09-01,0.15
848,2014-10-01,0.17
849,2014-11-01,0.44
850,2014-12-01,0.08
851,2015-01-01,0.92
852,2015-02-01,0.31
853,2015-03-01,0.62
854,2015-04-01,0.46
855,2015-05-01,0.95
856,2015-06-01,1.84
